id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
CHIP-snapdragon-x2-plus,Qualcomm Snapdragon X2 Plus,Qualcomm Snapdragon X2 Plus,chips,Qualcomm,SoC,,,,,,,,edge_ai; robotics; humanoid,200-500,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-intel-ces2026-ai,Intel CES 2026 AI Chip,Intel CES 2026 AI Chip,chips,Intel,Edge Processor,,,,,,,,humanoid; edge_ai; robotics,300-1000,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-turbox-irb10,Thundercomm TurboX IRB10,Thundercomm TurboX IRB10,chips,Thundercomm/Qualcomm,开发板,,,,,,,,humanoid; amr; industrial_robot,1000-3000,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-neura-robotics-iq10,NEURA Robotics IQ10 Platform,NEURA Robotics IQ10 Platform,chips,NEURA Robotics/Qualcomm,机器人平台,,,,,,,,cognitive_robot; humanoid; amr,N/A,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-amd-ryzen-ai-400,AMD Ryzen AI 400 Series,AMD Ryzen AI 400 Series,chips,,,,,,,,,,,,,,,,True,False,ok,mastercard.com (URL 引用),B,0.6,n_a,,,False,,component
CHIP-nvidia-thor-robotics,NVIDIA Thor (Robotics Variant),NVIDIA Thor (Robotics Variant),chips,NVIDIA,Robotics SoC / Edge AI accelerator,,,,,,"PCIe Gen5, Ethernet, MIPI CSI",,humanoid; autonomous_vehicle; robot_perception,N/A (OEM),Isaac ROS; Isaac Sim; CUDA,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,True,,component
CHIP-nvidia-gb10-digits,NVIDIA GB10 Grace + Blackwell (DIGITS Desktop AI),NVIDIA GB10 Grace + Blackwell (DIGITS Desktop AI),chips,NVIDIA,Desktop AI computing chip,,,,,,,,,,,,,,False,False,ok,NVIDIA CES 2025,C,0.55,n_a,,,False,,component
CHIP-a1b2c3,触觉传感芯片,Tactile Sensing Chip,chips,他山科技,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,component
CHIP-66,Jetson Orin NX,Jetson Orin NX,chips,NVIDIA,System-on-Chip (SoC),,,,,,,,,,,,,,False,True,duplicate,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-67,Intel RealSense D435i,Intel RealSense D435i,sensors,Intel,Depth Camera Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
CHIP-68,Qualcomm RB5,Qualcomm RB5,chips,Qualcomm,Robotics Development Kit,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-69,AMD Aldebaran,AMD Aldebaran,chips,AMD,Graphics Processing Unit (GPU),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-70,Jetson AGX Xavier,Jetson AGX Xavier,chips,NVIDIA,System-on-Chip (SoC),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-71,Intel RealSense L515,Intel RealSense L515,sensors,Intel,Depth Camera Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
CHIP-72,Qualcomm Snapdragon Flight,Qualcomm Snapdragon Flight,chips,Qualcomm,System-on-Chip (SoC),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-73,AMD Versal AI Edge,AMD Versal AI Edge,chips,AMD,Adaptive SoC,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-74,Jetson Nano,Jetson Nano,chips,NVIDIA,System-on-Chip (SoC),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-75,Intel Movidius Myriad X,Intel Movidius Myriad X,chips,Intel,Vision Processing Unit (VPU),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-76,Qualcomm RB3,Qualcomm RB3,chips,Qualcomm,Robotics Development Kit,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-77,AMD Instinct MI300,AMD Instinct MI300,chips,AMD,Data Center Accelerator,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-78,Jetson TX2,Jetson TX2,chips,NVIDIA,System-on-Chip (SoC),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-79,Intel RealSense SR300,Intel RealSense SR300,sensors,Intel,Depth Camera Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
CHIP-80,Qualcomm QRB5165,Qualcomm QRB5165,chips,Qualcomm,System-on-Chip (SoC),,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-81,Jetson Orin NX,Jetson Orin NX,chips,NVIDIA,System on Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-82,Jetson AGX Orin,Jetson AGX Orin,chips,NVIDIA,System on Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-83,RealSense D435i,RealSense D435i,sensors,Intel,Depth Camera,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
CHIP-84,RealSense L515,RealSense L515,sensors,Intel,Depth Camera,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
CHIP-85,Snapdragon 8 Gen 3,Snapdragon 8 Gen 3,chips,Qualcomm,System on Chip,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-86,Snapdragon X Elite,Snapdragon X Elite,chips,Qualcomm,System on Chip,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-87,AMD Ryzen AI 9 HX,AMD Ryzen AI 9 HX,chips,AMD,System on Chip,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-88,AMD Instinct MI300X,AMD Instinct MI300X,chips,AMD,GPU Accelerator,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-89,NVIDIA Jetson Nano,NVIDIA Jetson Nano,chips,NVIDIA,System on Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-90,Intel Movidius VPU,Intel Movidius VPU,chips,Intel,Vision Processing Unit,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-91,Qualcomm RB5,Qualcomm RB5,chips,Qualcomm,Development Kit,,,,,,,,,,,,,,False,True,duplicate,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-92,AMD Xilinx Zynq UltraScale+ MPSoC,AMD Xilinx Zynq UltraScale+ MPSoC,chips,AMD,Programmable Logic,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：AMD（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-93,NVIDIA Jetson TX2,NVIDIA Jetson TX2,chips,NVIDIA,System on Module,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-94,Intel Neural Compute Stick 2,Intel Neural Compute Stick 2,chips,Intel,USB Accelerator,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-95,Qualcomm QRB5165,Qualcomm QRB5165,chips,Qualcomm,Robotics Platform,,,,,,,,,,,,,,False,True,duplicate,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,False,,component
CHIP-096,Hailo-8,Hailo-8,chips,Hailo,Edge AI Accelerator,,,,,,,,robot_vision; edge_ai; autonomous_vehicle,170-298,,True,,,True,False,ok,官方页面：https://hailo.ai/products/ai-accelerators/hailo-8-ai-accelerator/,A,0.88,n_a,,,True,True,component
CHIP-097,Hailo-10H,Hailo-10H,chips,Hailo,Edge GenAI Accelerator,,,,,,,,edge_ai; robot_vision; generative_ai,200-350,,False,,,True,False,ok,官方页面：https://hailo.ai/products/ai-accelerators/hailo-10h-ai-accelerator/,A,0.88,n_a,,,True,False,component
CHIP-098,Google Coral Edge TPU,Google Coral Edge TPU,chips,Google,Edge TPU ASIC,,,,,,,,robot_vision; edge_ai; iot,25-170,,True,,,False,False,ok,官方页面（未证实）：https://coral.ai/products/,A,0.55,n_a,,,True,True,component
CHIP-099,Rockchip RK3588,Rockchip RK3588,chips,Rockchip (瑞芯微),SoC with NPU,,,,,,,,amr; robot_vision; edge_ai; drone,60-200,,True,,,False,False,ok,官方页面（未证实）：https://www.rock-chips.com/,B,0.58,n_a,,,True,True,component
CHIP-100,Horizon Robotics Journey J6M,Horizon Robotics Journey J6M,chips,Horizon Robotics (地平线),AI SoC (BPU 3.5),,,,,,,,autonomous_vehicle; robot_vision; edge_ai,企业级,,False,,,False,False,ok,,C,0.3,n_a,,,True,False,component
CHIP-101,Cambricon MLU220,Cambricon MLU220,chips,Cambricon (寒武纪),Edge AI Accelerator,,,,,,,,edge_ai; industrial_robot; smart_manufacturing,1500-3000,,False,,,False,False,ok,官方页面（未证实）：https://www.cambricon.com/,B,0.58,n_a,,,True,False,component
CHIP-102,Huawei Ascend 310B,Huawei Ascend 310B,chips,Huawei (华为),Edge AI SoC,,,,,,,,edge_ai; robot_vision; smart Surveillance,1500-3000,,False,,,False,False,ok,,C,0.3,n_a,,,True,False,component
CHIP-103,Kinara Ara-2,Kinara Ara-2,chips,Kinara (acquired by NXP),Edge AI Accelerator,,,,,,,,edge_ai; robot_vision; autonomous_vehicle,200-400,,False,,,False,False,ok,,C,0.3,n_a,,,True,False,component
IF-001,USB 3.0,USB 3.0,interfaces,,wired,,5 Gbps,,,,,,camera; lidar; compute_module; debug,,almost_all_devices,,,,True,False,ok,官方页面：https://www.usb.org/documents,A,0.88,n_a,,,False,,specification
IF-002,MIPI CSI-2,MIPI CSI-2,interfaces,,camera_serial,,2.5 Gbps/lane (up to 4 lanes),,,,,,camera_module; depth_sensor,,Jetson; RK3588; Qualcomm,,,,True,False,ok,官方页面：https://www.mipi.org/specifications/csi-2,A,0.88,n_a,,,False,,specification
IF-003,PCIe 3.0/4.0,PCIe 3.0/4.0,interfaces,,high_speed_bus,,8/16 GT/s per lane,,,,,,GPU; NVMe; FPGA; high_speed_capture,,Jetson; x86_SBC; RK3588,,,,True,False,ok,官方页面：https://pcisig.com/specifications,A,0.88,n_a,,,False,,specification
IF-004,GPIO,GPIO,interfaces,,digital_I/O,,low,,,,,,button; LED; relay; simple_sensor,,Raspberry_Pi; STM32; ESP32,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
IF-005,Ethernet (GbE),Ethernet (GbE),interfaces,,network,,1 Gbps,,,,,,robot_communication; ROS2; remote_control,,Jetson; Pi5; RK3588; x86,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
IF-006,NVIDIA Isaac GR00T Platform (GR00T N1.5 + GR00T-Dreams),NVIDIA Isaac GR00T Platform (GR00T N1.5 + GR00T-Dreams),interfaces,NVIDIA,Humanoid robot development platform,,,,,,,,,,,,,,False,False,ok,"NVIDIA GTC 2025, Computex 2025",C,0.55,n_a,,,False,,specification
INTERFACE-abc123,Unitree G1 Interface,Unitree G1 Interface,interfaces,,Robot Control Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-def456,Galbot G1 Interface,Galbot G1 Interface,interfaces,,Robot Control Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-ghi789,Tiangong 2.0 Interface,Tiangong 2.0 Interface,interfaces,,Robot Control Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-jkl012,Zhongqing PM01 Interface,Zhongqing PM01 Interface,interfaces,,Robot Control Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-mno345,Shenzhen Embodied Intelligence Interface,Shenzhen Embodied Intelligence Interface,interfaces,,Development Platform Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-pqr678,CES 2026 Robot Interface,CES 2026 Robot Interface,interfaces,,Exhibition Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-stu901,Robot Industry Chain Interface,Robot Industry Chain Interface,interfaces,,Industry Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
INTERFACE-vwx234,CES 2026 Robot Interface,CES 2026 Robot Interface,interfaces,,Exhibition Interface,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
LLM-001,GPT-4o,GPT-4o,llms,OpenAI,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,False,False,ok,官方页面（未证实）：https://openai.com/index/hello-gpt-4o/,A,0.55,n_a,,,False,,software
LLM-002,Claude 3.5 Sonnet,Claude 3.5 Sonnet,llms,Anthropic,LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.anthropic.com/news/claude-3-5-sonnet,A,0.88,n_a,,,False,,software
LLM-003,RT-2,RT-2,robot_ai_models,Google DeepMind,vision_language_action,,,,,,,,,,Google robot hardware,,,,True,False,ok,官方页面：https://deepmind.google/discover/blog/rt-2-new-model-translates-vision-and-language-into-action/,A,0.88,n_a,,,False,,software
LLM-004,Octo,Octo,robot_ai_models,Berkeley,vision_language_action,,,,,,,,,,multiple_robot_arms,,,,True,False,ok,官方页面：https://octo-models.github.io/,A,0.88,n_a,,,False,,software
LLM-005,OpenVLA,OpenVLA,robot_ai_models,Stanford,vision_language_action,,,,,,,,,,multiple_robots_via_fine_tuning,,,,True,False,ok,官方页面：https://openvla.github.io/,A,0.88,n_a,,,False,,software
LLM-006,Qwen2.5-VL,Qwen2.5-VL,llms,Alibaba,multimodal_LLM,,,,,,,,,,Jetson; RK3588; cloud,,,,False,False,ok,官方页面（未证实）：https://qwenlm.github.io/blog/qwen2.5-vl/,A,0.55,n_a,,,False,,software
LLM-007,π0 (Pi-Zero),π0 (Pi-Zero),robot_ai_models,Physical Intelligence,vision_language_action,,,,,,,,,,multiple_robots,,,,False,False,ok,厂商目录声明值：Physical Intelligence（无原始链接，未核验）,B,0.5,n_a,,,False,,software
LLM-a1b2c3,墨茵机器人,Moyin Robotics,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-d4e5f6,乐聚机器人,Leju Robotics,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-g7h8i9,宇树机器人,Unitree Robotics,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-j0k1l2,AI芯片,AI Chips,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-m3n4o5,人形机器人,Humanoid Robots,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-p6q7r8,人形机器人,Humanoid Robots,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-s9t0u1,机器人新技术,New Robot Technologies,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-v2w3x4,辅助驾驶,Assisted Driving,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-y5z6a7,AR眼镜,AR Glasses,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-b8c9d0,消费电子,Consumer Electronics,llms,,,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
LLM-a3b7c9,GPT-4,GPT-4,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-d4e8f2,BERT,BERT,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-g5h1j3,LLaMA,LLaMA,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-k6m4n5,PaLM,PaLM,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-p7q8r9,Claude,Claude,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-s2t3u4,Falcon,Falcon,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-v5w6x7,Mistral,Mistral,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-y8z9a1,Gemini,Gemini,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-b2c3d4,XLNet,XLNet,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-e5f6g7,RoBERTa,RoBERTa,llms,,,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,software
LLM-028,NVIDIA Isaac GR00T 1.7,NVIDIA Isaac GR00T 1.7,robot_ai_models,NVIDIA,vision_language_action,,,,,,,,,,Isaac Lab; Isaac Sim; LeRobot; humanoid_platforms,,,,True,False,ok,NVIDIA Official Blog 2026-07,C,0.9,n_a,,,False,,software
LLM-029,SmolVLA,SmolVLA,robot_ai_models,HuggingFace,vision_language_action,,,,,,,,,,LeRobot; edge_devices; Jetson,,,,True,False,ok,HuggingFace 2026,C,0.9,n_a,,,False,,software
LLM-030,π0.5 (Physical Intelligence),π0.5 (Physical Intelligence),robot_ai_models,Physical Intelligence,vision_language_action,,,,,,,,,,multiple_robots; dexterous_hands,,,,False,False,ok,Physical Intelligence 2026,C,0.55,n_a,,,False,,software
PROTO-001,EtherCAT,EtherCAT,protocols,,industrial_ethernet,,100 Mbps,,,,,,industrial_robot; CNC; motion_control,,Beckhoff; Omron; any EtherCAT slave,,,,False,False,ok,具名标准：IEC 61158（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-002,CANopen,CANopen,protocols,,fieldbus,,1 Mbps max,,,,,,mobile_robot; motor_control; industrial,,STM32; CAN adapter; PiCAN,,,,False,False,ok,具名标准：CiA 301（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-003,PROFINET,PROFINET,protocols,,industrial_ethernet,,100 Mbps,,,,,,factory_automation; process_control,,Siemens; Phoenix Contact,,,,False,False,ok,具名标准：IEC 61158（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-004,DYNAMIXEL Protocol 2.0,DYNAMIXEL Protocol 2.0,protocols,,proprietary_serial,,3 Mbps,,,,,,hobby_robot; humanoid; manipulator,,DYNAMIXEL servos only,,,,True,False,ok,官方页面：https://emanual.robotis.com/docs/en/dxl/protocol2/,A,0.88,n_a,,,False,,specification
PROTO-005,ROS2 DDS,ROS2 DDS,protocols,,middleware,,depends on transport,,,,,,robot_software; multi_robot; research,,any ROS2 compatible hardware,,,,True,False,ok,官方页面：https://design.ros2.org/articles/ros_on_dds.html,A,0.88,n_a,,,True,True,specification
PROTO-006,UART/Serial,UART/Serial,protocols,,serial,,up to 5 Mbps,,,,,,debug; GPS; simple_sensor; motor_controller,,almost_all_MCU,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-007,I2C,I2C,protocols,,serial_bus,,100/400/3400 KHz,,,,,,sensor; EEPROM; display; IMU,,almost_all_MCU,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-008,SPI,SPI,protocols,,serial_bus,,up to 80 MHz,,,,,,display; ADC/DAC; flash; IMU,,almost_all_MCU,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-009,TSN (Time-Sensitive Networking),TSN (Time-Sensitive Networking),protocols,,industrial_ethernet,,1 Gbps,,,,,,industrial_robot; autonomous_vehicle; motion_control,,TSN-aware switches; Intel TSN; NXP TSN,,,,False,False,ok,具名标准：IEEE 802.1（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-010,OPC-UA,OPC-UA,protocols,,industrial_protocol,,depends on transport,,,,,,factory_automation; SCADA; industrial_iot,,Siemens; Beckhoff; any OPC-UA server,,,,False,False,ok,具名标准：IEC 62541（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-011,CAN FD,CAN FD,protocols,,fieldbus,,5 Mbps (data phase),,,,,,automotive; motor_control; mobile_robot,,STM32 with CAN-FD; NXP; Infineon,,,,False,False,ok,具名标准：ISO 11898-1（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-012,Modbus TCP/RTU,Modbus TCP/RTU,protocols,,industrial_protocol,,100 Mbps (TCP) / 115Kbps (RTU),,,,,,plc_communication; sensor_network; industrial,,almost_all_PLC; industrial_devices,,,,False,False,ok,官方页面（未证实）：https://www.modbus.org/specs.php,A,0.55,n_a,,,False,,specification
PROTO-013,SOME/IP,SOME/IP,protocols,,automotive_middleware,,depends on transport,,,,,,autonomous_driving; automotive_robot; ADAS,,AUTOSAR stacks; vector_tools,,,,True,False,ok,官方页面：https://some-ip.com/,A,0.88,n_a,,,False,,specification
PROTO-014,USB 3.x,USB 3.x,protocols,,serial_bus,,5-20 Gbps,,,,,,camera; sensor_hub; debug; data_transfer,,almost_all_devices,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-015,MIPI CSI-2/3,MIPI CSI-2/3,protocols,,camera_interface,,1-8 Gbps per lane,,,,,,camera_sensor; vision_system; robot_perception,,Jetson; RPi; Qualcomm; NXP,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-016,Ethernet/IP,Ethernet/IP,protocols,,industrial_ethernet,,100 Mbps - 1 Gbps,,,,,,factory_automation; robot_controller; PLC,,Rockwell; Omron; any CIP device,,,,False,False,ok,具名标准：ODVA/IEC 61158（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-017,IO-Link,IO-Link,protocols,,sensor_actuator,,230.4 Kbps,,,,,,smart_sensor; actuator; industrial_io,,IO-Link master; smart_sensors,,,,False,False,ok,具名标准：IEC 61131-9（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-018,Wireless (WiFi 6/7),Wireless (WiFi 6/7),protocols,,wireless,,1-46 Gbps,,,,,,mobile_robot; AMR; drone; teleoperation,,WiFi adapters; Intel; Qualcomm,,,,False,False,ok,具名标准：IEEE 802.11ax/be（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-019,Bluetooth 5.x / BLE,Bluetooth 5.x / BLE,protocols,,wireless,,2 Mbps (BLE),,,,,,sensor_node; beacon; remote_control; iot_robot,,ESP32; nRF52; almost_all_mobile,,,,True,False,ok,官方页面：https://www.bluetooth.com/specifications/,A,0.88,n_a,,,False,,specification
PROTO-020,SBus (Futaba),SBus (Futaba),protocols,,rc_protocol,,100 Kbps,,,,,,drone; rc_vehicle; hobby_robot,,Futaba receivers; SBus adapters,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-021,MAVLink,MAVLink,protocols,,drone_protocol,,depends on transport,,,,,,drone; UAV; UGV; autonomous_vehicle,,PX4; ArduPilot; QGroundControl,,,,True,False,ok,官方页面：https://mavlink.io/en/,A,0.88,n_a,,,False,,specification
PROTO-023,OPC UA over TSN,OPC UA over TSN,protocols,,industrial_protocol,,1 Gbps,,,,,,industrial_robot; smart_factory; humanoid,,Siemens; Beckhoff; any OPC UA device,,,,False,False,ok,官方页面（未证实）：https://opcfoundation.org/about/opc-technologies/opc-ua/,A,0.55,n_a,,,False,,specification
PROTO-024,Matter,Matter,protocols,,iot_protocol,,depends on transport,,,,,,home_robot; smart_home; iot,,Apple HomeKit; Google Home; Amazon Alexa,,,,False,False,ok,官方页面（未证实）：https://csa-iot.org/all-solutions/matter/,A,0.55,n_a,,,False,,specification
PROTO-025,UWB (Ultra-Wideband),UWB (Ultra-Wideband),protocols,,positioning_protocol,,low data,,,,,,robot_positioning; indoor_localization; humanoid,,Apple U1; Decawave DW1000,,,,False,False,ok,具名标准：IEEE 802.15.4z（未逐条核验原文）,B,0.55,n_a,,,False,,specification
PROTO-026,NB-IoT,NB-IoT,protocols,,cellular_iot,,<200 kbps,,,,,,fleet_robot; remote_monitoring; agricultural_robot,,any NB-IoT module,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-027,Wireless IIoT (5G NR),Wireless IIoT (5G NR),protocols,,cellular_industrial,,1-10 Gbps,,,,,,industrial_robot; humanoid; AGV; teleoperation,,5G NR modules; industrial_5G_gateways,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-028,PROFINET over TSN,PROFINET over TSN,protocols,,industrial_ethernet,,1 Gbps,,,,,,industrial_robot; smart_factory; motion_control,,Siemens; any PROFINET device,,,,True,False,ok,官方页面：https://www.profibus.com/technology/profinet/,A,0.88,n_a,,,False,,specification
PROTO-029,EtherCAT over TSN,EtherCAT over TSN,protocols,,industrial_ethernet,,1 Gbps,,,,,,industrial_robot; humanoid; motion_control,,Beckhoff; any EtherCAT device,,,,False,False,ok,官方页面（未证实）：https://www.ethercat.org/,B,0.58,n_a,,,False,,specification
PROTO-030,DDS-XRCE (DDS for Resource-Constrained),DDS-XRCE (DDS for Resource-Constrained),protocols,,middleware,,depends on transport,,,,,,humanoid; drone; embedded_robot,,eProsima; RTI; any DDS-XRCE implementation,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-031,Adaptive Protocol (AI-driven),Adaptive Protocol (AI-driven),protocols,,adaptive_protocol,,adaptive,,,,,,humanoid; adaptive_robot; AI_robot,,research_platforms,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-032,Embodied AI Robot Communication Network,Embodied AI Robot Communication Network,protocols,,embodied_ai_network,,multi-Gbps,,,,,,humanoid; embodied_ai; smart_factory,,Chinese and international chip/module vendors,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
